79.85,5.95
79.85,5.85
79.85,5.75
79.95,10.05
79.95,9.95
79.95,9.85
79.95,9.75
79.95,9.65
79.95,9.55
79.95,9.45
79.95,9.35
79.95,9.25
79.95,9.15
79.95,9.05
79.95,8.95
79.95,8.85
79.95,8.75
79.95,8.65
79.95,8.55
79.95,8.45
79.95,8.35
79.95,8.25
79.95,8.15
79.95,8.05
79.95,7.95
79.95,7.85
79.95,7.75
79.95,7.65
79.95,7.55
79.95,7.45
79.95,7.35
79.95,7.25
79.95,7.15
79.95,7.05
79.95,6.95
79.95,6.85
79.95,6.75
79.95,6.65
79.95,6.55
79.95,6.45
79.95,6.35
79.95,6.25
79.95,6.15
79.95,6.05
79.95,5.95
79.95,5.85
79.95,5.75
80.05,10.05
80.05,9.95
80.05,9.85
80.05,9.75
80.05,9.65
80.05,9.55
80.05,9.45
80.05,9.35
80.05,9.25
80.05,9.15
80.05,9.05
80.05,8.95
80.05,8.85
80.05,8.75
80.05,8.65
80.05,8.55
80.05,8.45
80.05,8.35
80.05,8.25
80.05,8.15
80.05,8.05
80.05,7.95
80.05,7.85
80.05,7.75
80.05,7.65
80.05,7.55
80.05,7.45
80.05,7.35
80.05,7.25
80.05,7.15
80.05,7.05
80.05,6.95
80.05,6.85
80.05,6.75
80.05,6.65
80.05,6.55
80.05,6.45
80.05,6.35
80.05,6.25
80.05,6.15
80.05,6.05
80.05,5.95
80.05,5.85
80.05,5.75
80.15,10.05
80.15,9.95
80.15,9.85
80.15,9.75
80.15,9.65
80.15,9.55
80.15,9.45
80.15,9.35
80.15,9.25
80.15,9.15
80.15,9.05
80.15,8.95
80.15,8.85
80.15,8.75
80.15,8.65
80.15,8.55
80.15,8.45
80.15,8.35
80.15,8.25
80.15,8.15
80.15,8.05
80.15,7.95
80.15,7.85
80.15,7.75
80.15,7.65
80.15,7.55
80.15,7.45
80.15,7.35
80.15,7.25
80.15,7.15
80.15,7.05
80.15,6.95
80.15,6.85
80.15,6.75
80.15,6.65
80.15,6.55
80.15,6.45
80.15,6.35
80.15,6.25
80.15,6.15
80.15,6.05
80.15,5.95
80.15,5.85
80.15,5.75
80.25,10.05
80.25,9.95
80.25,9.85
80.25,9.75
80.25,9.65
80.25,9.55
80.25,9.45
80.25,9.35
80.25,9.25
80.25,9.15
80.25,9.05
80.25,8.95
80.25,8.85
80.25,8.75
80.25,8.65
80.25,8.55
80.25,8.45
80.25,8.35
80.25,8.25
80.25,8.15
80.25,8.05
80.25,7.95
80.25,7.85
80.25,7.75
80.25,7.65
80.25,7.55
80.25,7.45
80.25,7.35
80.25,7.25
80.25,7.15
80.25,7.05
80.25,6.95
80.25,6.85
80.25,6.75
80.25,6.65
80.25,6.55
80.25,6.45
80.25,6.35
80.25,6.25
80.25,6.15
80.25,6.05
80.25,5.95
80.25,5.85
80.25,5.75
80.35,10.05
80.35,9.95
80.35,9.85
80.35,9.75
80.35,9.65
80.35,9.55
80.35,9.45
80.35,9.35
80.35,9.25
80.35,9.15
80.35,9.05
80.35,8.95
80.35,8.85
80.35,8.75
80.35,8.65
80.35,8.55
80.35,8.45
80.35,8.35
80.35,8.25
80.35,8.15
80.35,8.05
80.35,7.95
80.35,7.85
80.35,7.75
80.35,7.65
80.35,7.55
80.35,7.45
80.35,7.35
80.35,7.25
80.35,7.15
80.35,7.05
80.35,6.95
80.35,6.85
80.35,6.75
80.35,6.65
80.35,6.55
80.35,6.45
80.35,6.35
80.35,6.25
80.35,6.15
80.35,6.05
80.35,5.95
80.35,5.85
80.35,5.75
80.45,10.05
80.45,9.95
80.45,9.85
80.45,9.75
80.45,9.65
80.45,9.55
80.45,9.45
80.45,9.35
80.45,9.25
80.45,9.15
80.45,9.05
80.45,8.95
80.45,8.85
80.45,8.75
80.45,8.65
80.45,8.55
80.45,8.45
80.45,8.35
80.45,8.25
80.45,8.15
80.45,8.05
80.45,7.95
80.45,7.85
80.45,7.75
80.45,7.65
80.45,7.55
80.45,7.45
80.45,7.35
80.45,7.25
80.45,7.15
80.45,7.05
80.45,6.95
80.45,6.85
80.45,6.75
80.45,6.65
80.45,6.55
80.45,6.45
80.45,6.35
80.45,6.25
80.45,6.15
80.45,6.05
80.45,5.95
80.45,5.85
80.45,5.75
80.55,10.05
80.55,9.95
80.55,9.85
80.55,9.75
80.55,9.65
80.55,9.55
80.55,9.45
80.55,9.35
80.55,9.25
80.55,9.15
80.55,9.05
80.55,8.95
80.55,8.85
80.55,8.75
80.55,8.65
80.55,8.55
80.55,8.45
80.55,8.35
80.55,8.25
80.55,8.15
80.55,8.05
80.55,7.95
80.55,7.85
80.55,7.75
80.55,7.65
80.55,7.55
80.55,7.45
80.55,7.35
80.55,7.25
80.55,7.15
80.55,7.05
80.55,6.95
80.55,6.85
80.55,6.75
80.55,6.65
80.55,6.55
80.55,6.45
80.55,6.35
80.55,6.25
80.55,6.15
80.55,6.05
80.55,5.95
80.55,5.85
80.55,5.75
80.65,10.05
80.65,9.95
80.65,9.85
80.65,9.75
80.65,9.65
80.65,9.55
80.65,9.45
80.65,9.35
80.65,9.25
80.65,9.15
80.65,9.05
80.65,8.95
80.65,8.85
80.65,8.75
80.65,8.65
80.65,8.55
80.65,8.45
80.65,8.35
80.65,8.25
80.65,8.15
80.65,8.05
80.65,7.95
80.65,7.85
80.65,7.75
80.65,7.65
80.65,7.55
80.65,7.45
80.65,7.35
80.65,7.25
80.65,7.15
80.65,7.05
80.65,6.95
80.65,6.85
80.65,6.75
80.65,6.65
80.65,6.55
80.65,6.45
80.65,6.35
80.65,6.25
80.65,6.15
80.65,6.05
80.65,5.95
80.65,5.85
80.65,5.75
80.75,10.05
80.75,9.95
80.75,9.85
80.75,9.75
80.75,9.65
80.75,9.55
80.75,9.45
80.75,9.35
80.75,9.25
80.75,9.15
80.75,9.05
80.75,8.95
80.75,8.85
80.75,8.75
80.75,8.65
80.75,8.55
80.75,8.45
80.75,8.35
80.75,8.25
80.75,8.15
80.75,8.05
80.75,7.95
80.75,7.85
80.75,7.75
80.75,7.65
80.75,7.55
80.75,7.45
80.75,7.35
80.75,7.25
80.75,7.15
80.75,7.05
80.75,6.95
80.75,6.85
80.75,6.75
80.75,6.65
80.75,6.55
80.75,6.45
80.75,6.35
80.75,6.25
80.75,6.15
80.75,6.05
80.75,5.95
80.75,5.85
80.75,5.75
80.85,10.05
80.85,9.95
80.85,9.85
80.85,9.75
80.85,9.65
80.85,9.55
80.85,9.45
80.85,9.35
80.85,9.25
80.85,9.15
80.85,9.05
80.85,8.95
80.85,8.85
80.85,8.75
80.85,8.65
80.85,8.55
80.85,8.45
80.85,8.35
80.85,8.25
80.85,8.15
80.85,8.05
80.85,7.95
80.85,7.85
80.85,7.75
80.85,7.65
80.85,7.55
80.85,7.45
80.85,7.35
80.85,7.25
80.85,7.15
80.85,7.05
80.85,6.95
80.85,6.85
80.85,6.75
80.85,6.65
80.85,6.55
80.85,6.45
80.85,6.35
80.85,6.25
80.85,6.15
80.85,6.05
80.85,5.95
80.85,5.85
80.85,5.75
80.95,10.05
80.95,9.95
80.95,9.85
80.95,9.75
80.95,9.65
80.95,9.55
80.95,9.45
80.95,9.35
80.95,9.25
80.95,9.15
80.95,9.05
80.95,8.95
80.95,8.85
80.95,8.75
80.95,8.65
80.95,8.55
80.95,8.45
80.95,8.35
80.95,8.25
80.95,8.15
80.95,8.05
80.95,7.95
80.95,7.85
80.95,7.75
80.95,7.65
80.95,7.55
80.95,7.45
80.95,7.35
80.95,7.25
80.95,7.15
80.95,7.05
80.95,6.95
80.95,6.85
80.95,6.75
80.95,6.65
80.95,6.55
80.95,6.45
80.95,6.35
80.95,6.25
80.95,6.15
80.95,6.05
80.95,5.95
80.95,5.85
80.95,5.75
81.05,10.05
81.05,9.95
81.05,9.85
81.05,9.75
81.05,9.65
81.05,9.55
81.05,9.45
81.05,9.35
81.05,9.25
81.05,9.15
81.05,9.05
81.05,8.95
81.05,8.85
81.05,8.75
81.05,8.65
81.05,8.55
81.05,8.45
81.05,8.35
81.05,8.25
81.05,8.15
81.05,8.05
81.05,7.95
81.05,7.85
81.05,7.75
81.05,7.65
81.05,7.55
81.05,7.45
81.05,7.35
81.05,7.25
81.05,7.15
81.05,7.05
81.05,6.95
81.05,6.85
81.05,6.75
81.05,6.65
81.05,6.55
81.05,6.45
81.05,6.35
81.05,6.25
81.05,6.15
81.05,6.05
81.05,5.95
81.05,5.85
81.05,5.75
81.15,10.05
81.15,9.95
81.15,9.85
81.15,9.75
81.15,9.65
81.15,9.55
81.15,9.45
81.15,9.35
81.15,9.25
81.15,9.15
81.15,9.05
81.15,8.95
81.15,8.85
81.15,8.75
81.15,8.65
81.15,8.55
81.15,8.45
81.15,8.35
81.15,8.25
81.15,8.15
81.15,8.05
81.15,7.95
81.15,7.85
81.15,7.75
81.15,7.65
81.15,7.55
81.15,7.45
81.15,7.35
81.15,7.25
81.15,7.15
81.15,7.05
81.15,6.95
81.15,6.85
81.15,6.75
81.15,6.65
81.15,6.55
81.15,6.45
81.15,6.35
81.15,6.25
81.15,6.15
81.15,6.05
81.15,5.95
81.15,5.85
81.15,5.75
81.25,10.05
81.25,9.95
81.25,9.85
81.25,9.75
81.25,9.65
81.25,9.55
81.25,9.45
81.25,9.35
81.25,9.25
81.25,9.15
81.25,9.05
81.25,8.95
81.25,8.85
81.25,8.75
81.25,8.65
81.25,8.55
81.25,8.45
81.25,8.35
81.25,8.25
81.25,8.15
81.25,8.05
81.25,7.95
81.25,7.85
81.25,7.75
81.25,7.65
81.25,7.55
81.25,7.45
81.25,7.35
81.25,7.25
81.25,7.15
81.25,7.05
81.25,6.95
81.25,6.85
81.25,6.75
81.25,6.65
81.25,6.55
81.25,6.45
81.25,6.35
81.25,6.25
81.25,6.15
81.25,6.05
81.25,5.95
81.25,5.85
81.25,5.75
81.35,10.05
81.35,9.95
81.35,9.85
81.35,9.75
81.35,9.65
81.35,9.55
81.35,9.45
81.35,9.35
81.35,9.25
81.35,9.15
81.35,9.05
81.35,8.95
81.35,8.85
81.35,8.75
81.35,8.65
81.35,8.55
81.35,8.45
81.35,8.35
81.35,8.25
81.35,8.15
81.35,8.05
81.35,7.95
81.35,7.85
81.35,7.75
81.35,7.65
81.35,7.55
81.35,7.45
81.35,7.35
81.35,7.25
81.35,7.15
81.35,7.05
81.35,6.95
81.35,6.85
81.35,6.75
81.35,6.65
81.35,6.55
81.35,6.45
81.35,6.35
81.35,6.25
81.35,6.15
81.35,6.05
81.35,5.95
81.35,5.85
81.35,5.75
81.45,10.05
81.45,9.95
81.45,9.85
81.45,9.75
81.45,9.65
81.45,9.55
81.45,9.45
81.45,9.35
81.45,9.25
81.45,9.15
81.45,9.05
81.45,8.95
81.45,8.85
81.45,8.75
81.45,8.65
81.45,8.55
81.45,8.45
81.45,8.35
81.45,8.25
81.45,8.15
81.45,8.05
81.45,7.95
81.45,7.85
81.45,7.75
81.45,7.65
81.45,7.55
81.45,7.45
81.45,7.35
81.45,7.25
81.45,7.15
81.45,7.05
81.45,6.95
81.45,6.85
81.45,6.75
81.45,6.65
81.45,6.55
81.45,6.45
81.45,6.35
81.45,6.25
81.45,6.15
81.45,6.05
81.45,5.95
81.45,5.85
81.45,5.75
81.55,10.05
81.55,9.95
81.55,9.85
81.55,9.75
81.55,9.65
81.55,9.55
81.55,9.45
81.55,9.35
81.55,9.25
81.55,9.15
81.55,9.05
81.55,8.95
81.55,8.85
81.55,8.75
81.55,8.65
81.55,8.55
81.55,8.45
81.55,8.35
81.55,8.25
81.55,8.15
81.55,8.05
81.55,7.95
81.55,7.85
81.55,7.75
81.55,7.65
81.55,7.55
81.55,7.45
81.55,7.35
81.55,7.25
81.55,7.15
81.55,7.05
81.55,6.95
81.55,6.85
81.55,6.75
81.55,6.65
81.55,6.55
81.55,6.45
81.55,6.35
81.55,6.25
81.55,6.15
81.55,6.05
81.55,5.95
81.55,5.85
81.55,5.75
81.65,10.05
81.65,9.95
81.65,9.85
81.65,9.75
81.65,9.65
81.65,9.55
81.65,9.45
81.65,9.35
81.65,9.25
81.65,9.15
81.65,9.05
81.65,8.95
81.65,8.85
81.65,8.75
81.65,8.65
81.65,8.55
81.65,8.45
81.65,8.35
81.65,8.25
81.65,8.15
81.65,8.05
81.65,7.95
81.65,7.85
81.65,7.75
81.65,7.65
81.65,7.55
81.65,7.45
81.65,7.35
81.65,7.25
81.65,7.15
81.65,7.05
81.65,6.95
81.65,6.85
81.65,6.75
81.65,6.65
81.65,6.55
81.65,6.45
81.65,6.35
81.65,6.25
81.65,6.15
81.65,6.05
81.65,5.95
81.65,5.85
81.65,5.75
81.75,10.05
81.75,9.95
81.75,9.85
81.75,9.75
81.75,9.65
81.75,9.55
81.75,9.45
81.75,9.35
81.75,9.25
81.75,9.15
81.75,9.05
81.75,8.95
81.75,8.85
81.75,8.75
81.75,8.65
81.75,8.55
81.75,8.45
81.75,8.35
81.75,8.25
81.75,8.15
81.75,8.05
81.75,7.95
81.75,7.85
81.75,7.75
81.75,7.65
81.75,7.55
81.75,7.45
81.75,7.35
81.75,7.25
81.75,7.15
81.75,7.05
81.75,6.95
81.75,6.85
81.75,6.75
81.75,6.65
81.75,6.55
81.75,6.45
81.75,6.35
81.75,6.25
81.75,6.15
81.75,6.05
81.75,5.95
81.75,5.85
81.75,5.75
81.85,10.05
81.85,9.95
81.85,9.85
81.85,9.75
81.85,9.65
81.85,9.55
81.85,9.45
81.85,9.35
81.85,9.25
81.85,9.15
81.85,9.05
81.85,8.95
81.85,8.85
81.85,8.75
81.85,8.65
81.85,8.55
81.85,8.45
81.85,8.35
81.85,8.25
81.85,8.15
81.85,8.05
81.85,7.95
81.85,7.85
81.85,7.75
81.85,7.65
81.85,7.55
81.85,7.45
81.85,7.35
81.85,7.25
81.85,7.15
81.85,7.05
81.85,6.95
81.85,6.85
81.85,6.75
81.85,6.65
81.85,6.55
81.85,6.45
81.85,6.35
81.85,6.25
81.85,6.15
81.85,6.05
81.85,5.95
81.85,5.85
81.85,5.75
81.95,10.05
81.95,9.95
81.95,9.85
81.95,9.75
81.95,9.65
81.95,9.55
81.95,9.45
81.95,9.35
81.95,9.25
81.95,9.15
81.95,9.05
81.95,8.95
81.95,8.85
81.95,8.75
81.95,8.65
81.95,8.55
81.95,8.45
81.95,8.35
81.95,8.25
81.95,8.15
81.95,8.05
81.95,7.95
81.95,7.85
81.95,7.75
81.95,7.65
81.95,7.55
81.95,7.45
81.95,7.35
81.95,7.25
81.95,7.15
81.95,7.05
81.95,6.95
81.95,6.85
81.95,6.75
81.95,6.65
81.95,6.55
81.95,6.45
81.95,6.35
81.95,6.25
81.95,6.15
81.95,6.05
81.95,5.95
81.95,5.85
81.95,5.75
82.05,10.05
82.05,9.95
82.05,9.85
82.05,9.75
82.05,9.65
82.05,9.55
82.05,9.45
82.05,9.35
82.05,9.25
82.05,9.15
82.05,9.05
82.05,8.95
82.05,8.85
82.05,8.75
82.05,8.65
82.05,8.55
82.05,8.45
82.05,8.35
82.05,8.25
82.05,8.15
82.05,8.05
82.05,7.95
82.05,7.85
82.05,7.75
82.05,7.65
82.05,7.55
82.05,7.45
82.05,7.35
82.05,7.25
82.05,7.15
82.05,7.05
82.05,6.95
82.05,6.85
82.05,6.75
82.05,6.65
82.05,6.55
82.05,6.45
82.05,6.35
82.05,6.25
82.05,6.15
82.05,6.05
82.05,5.95
82.05,5.85
82.05,5.75
82.15,10.05
82.15,9.95
82.15,9.85
82.15,9.75
82.15,9.65
82.15,9.55
82.15,9.45
82.15,9.35
82.15,9.25
82.15,9.15
82.15,9.05
82.15,8.95
82.15,8.85
82.15,8.75
82.15,8.65
82.15,8.55
82.15,8.45
82.15,8.35
82.15,8.25
82.15,8.15
82.15,8.05
82.15,7.95
82.15,7.85
82.15,7.75
82.15,7.65
82.15,7.55
82.15,7.45
82.15,7.35
82.15,7.25
82.15,7.15
82.15,7.05
82.15,6.95
82.15,6.85
82.15,6.75
82.15,6.65
82.15,6.55
82.15,6.45
82.15,6.35
82.15,6.25
82.15,6.15
82.15,6.05
82.15,5.95
82.15,5.85
82.15,5.75
